,para_count,word_count,sentence_count,sentence_len(mean),sentence_len(mode),sentence_len(max),sentence_len(min),stop_words,sw_rates,unique_words,noun,verb,adj,pron,modal verb,most_freq,number_of_repeatation,max_occurance_of_most_frequent_phrase,avg sentence complexity,lexical diversity,sentence similarity mean,sentence similarity median,sentence similarity mode,word_sim_p_count,word_sim_p_score,word_sim_n_count,word_sim_n_score,word_sim_score,flesch grade,Automated Readability,coleman_liau,cohesion score,uniqueness of words,positive_sentiment,negative_sentiment,neutral_sentiment,discourse_marker,label
noun,0.1479917461792173,0.005146697421628265,0.1711113656387264,-0.237864159679049,-0.17863200739422652,-0.21191080058872847,0.023334641385496558,-0.3052360967020954,-0.46097192713869245,0.09800871447129918,1.0,-0.273027715445989,-0.07925277995233052,-0.4270507639882902,-0.26364581813489335,0.22752358070838966,-0.09615189297260118,-0.1480347987765815,-0.06345106314333057,0.1054139570781193,-0.2585377828884116,-0.34168232200545645,-0.1167336138932794,0.01787074197255568,-0.14234148919260467,0.06530958767637524,-0.03900997037596504,-0.14253299694150032,0.11279191158368664,0.17503563108981648,0.2961295413977626,0.06185497058677453,0.1054139570781193,-0.1195321526274584,0.03216808654974589,0.08804417550344032,0.09927500377443581,
verb,-0.07894004777522858,-0.08682359298721866,-0.11824748689402255,0.051069260079376226,0.08614571113200128,-0.17085934137268718,0.032776524473154094,-0.1219370071369475,0.002560032417897116,-0.06570933338321182,-0.273027715445989,1.0,-0.2178850973768712,0.07424375750534823,0.4701802973859744,-0.09828079499367383,0.07916155681610883,0.1469727335637385,-0.006109629950273343,0.06446774705488206,0.11467648178157974,0.24214461238731766,0.07215040167297897,-0.06585918073029404,-0.024627225042160233,-0.2175949291189044,0.203723074523965,-0.023500975190541094,0.18989416136714374,0.16229447688491228,0.1342798402961453,-0.03314785998553447,0.06446774705488206,0.3454581510866861,-0.11735655711959263,-0.23750044786978533,-0.07927398716694226,
adj,0.1444410650977115,0.1520334593408762,0.13112845127061068,-0.031118762191318646,-0.08716394948543085,0.02507809864396585,0.11695486760996653,-0.1360329873470319,-0.2944197349450123,0.17797268396988924,-0.07925277995233052,-0.2178850973768712,1.0,-0.24288605632372826,-0.09407477276534974,0.031127002001393095,0.1280404373998725,0.08303391050635398,-0.06647155830736802,0.00487231641835499,0.041458178973762735,-0.14617239354419193,0.11602201464122229,0.15833642678674825,0.13544423589912288,-0.05478542861270487,0.030643973531133937,0.13559079249359876,0.22569811730025494,0.28831925685287396,0.326770009703326,0.19663146649999233,0.00487231641835499,0.12233515185073518,-0.013881423162273565,-0.106754410831637,0.03658526063763349,
pron,-0.05565486553715404,-0.08347879709589007,-0.12039933734669456,0.0725171547268205,0.15373283156244882,0.1357781593899842,-0.16103642635246507,0.26464653902128066,0.36957734212451154,-0.14852499163897262,-0.4270507639882902,0.07424375750534823,-0.24288605632372826,1.0,0.12444712141457324,-0.074129005717612,-0.05148592847296137,0.02667734530737571,-0.09482722462908343,-0.12018539586148509,0.18949259375549207,0.22593247764608385,0.028437203897442264,-0.08357139709853026,0.10435117553315919,-0.04726947858762629,0.05904311648124326,0.10465927501569725,-0.3430044156864407,-0.38078546994480134,-0.44853138196397874,-0.22299892358950454,-0.12018539586148509,-0.010361201284425088,0.03960602756875198,-0.023043673686045124,-0.01818816672657639,
modal verb,-0.039647757996370124,0.14287621641550524,-0.042848458837194695,0.24085838296603732,0.16149633042828793,0.0386284875793267,0.1591775470425662,0.3127010322991802,0.3421848622610242,0.09680923958411625,-0.26364581813489335,0.4701802973859744,-0.09407477276534974,0.12444712141457324,1.0,-0.013322000636048747,0.07417797566612842,0.14051425222669306,0.08175280738194171,0.03177237716651758,0.16285579257442945,0.23085625636121612,0.07441495686227473,0.1544146028624578,0.2474500330646922,-0.14461902846952468,0.15751210297995497,0.2482770448892539,0.06124629910494332,0.01392905776541765,-0.11770444483786265,0.0446383896169383,0.03177237716651758,0.06150090121546022,0.061626609745594016,-0.11134176718689105,0.016542829082788337,
most_freq,0.19936028446035176,0.29362250437158405,0.3140250212480864,-0.08508312017367084,0.02086577297962723,-0.058483812270320415,0.027467312917854474,0.18095235257725525,-0.13652550296097574,0.16110748044365888,0.22752358070838966,-0.09828079499367383,0.031127002001393095,-0.074129005717612,-0.013322000636048747,1.0,0.20906927845009785,0.23252020211613605,-0.1628265183149977,-0.2618589886462396,0.18327609302263512,-0.006017157994983006,0.03181442584207046,0.2948980873440801,0.2664634845355829,0.10635653549395736,-0.12564372868570114,0.2657276145122763,0.12215296697116715,0.080843970453913,0.1522795282958706,-0.13807767156063058,-0.2618589886462396,0.0476700160797611,0.008913015441072515,-0.05452294459306259,0.2282521075756983,
number_of_repeatation,0.01715178656843574,0.03747123895851466,-0.10452737603126576,0.20407872921819928,0.13636757702129315,0.08310396090266312,0.17162262241899898,0.023204464610625156,0.12749345592472652,-0.190870415468307,-0.09615189297260118,0.07916155681610883,0.1280404373998725,-0.05148592847296137,0.07417797566612842,0.20906927845009785,1.0,0.7565778773208391,0.08131305541725843,-0.43696036703033303,0.16898309322655047,0.174946290348107,0.12725621638800608,0.04234069446073732,0.07805604640148268,0.058034015221409066,-0.06489132111633193,0.07768577381867596,0.08243194044581562,0.07290412227280484,-0.03356456911196053,-0.19670085281991112,-0.43696036703033303,0.11967406640481912,-0.11427473128411919,-0.02159303587674309,0.0179406116469659,
max_occurance_of_most_frequent_phrase,0.0056769673704090435,0.14132258309009135,-0.012393882792922074,0.1887910496261469,0.11831298153387773,0.059426043781142406,0.11426178810902494,0.12294578058584367,0.12091180694689024,-0.07854680424282401,-0.1480347987765815,0.1469727335637385,0.08303391050635398,0.02667734530737571,0.14051425222669306,0.23252020211613605,0.7565778773208391,1.0,0.0965095767801715,-0.3741782179412952,0.24035032751873311,0.2601192132286835,0.12647369100199835,0.14154392079451475,0.18238236463592658,0.04295970480377887,-0.0359632127347489,0.18215430760652768,0.12983312027320587,0.08671886506514268,0.0017481247041833347,-0.11284577176226057,-0.3741782179412952,0.13846243609159772,-0.0569312535689234,-0.08765328443544709,0.06654766333183103,
avg sentence complexity,-0.18293039760880445,0.09472292403022675,-0.3475392551393235,0.6723294184651472,0.25405711727512253,0.4074285669189912,0.37485139292896635,0.16195620916229092,0.5415107985922767,-0.00713573325644751,-0.06345106314333057,-0.006109629950273343,-0.06647155830736802,-0.09482722462908343,0.08175280738194171,-0.1628265183149977,0.08131305541725843,0.0965095767801715,1.0,-0.1088928399910421,0.30968012822180185,0.386703005092295,0.3386498388125336,0.0983693214090946,0.08767212258096599,-0.16129544306465896,0.060448283693478155,0.0879907017528305,0.2270379487365577,0.28843981334584107,-0.04223676401892579,0.05566687381843885,-0.1088928399910421,0.003186915232992242,-0.04526176813680623,0.03514221178067383,-0.03143640414716538,
lexical diversity,-0.16990527270960706,-0.16208433976144934,0.0019486862245024841,-0.23323959405773578,-0.07955525788911995,-0.12224377253071886,-0.07164478609413802,-0.24190257874099505,-0.25898705946935496,0.28589671177317866,0.1054139570781193,0.06446774705488206,0.00487231641835499,-0.12018539586148509,0.03177237716651758,-0.2618589886462396,-0.43696036703033303,-0.3741782179412952,-0.1088928399910421,1.0,-0.20166734694100216,-0.34948533128801984,-0.014889266619662816,-0.16369781551637505,-0.2434471554863941,0.010650111656921016,0.01925973561888305,-0.2433010800625877,-0.07213334922582836,-0.06440863589668405,0.07419261320880234,0.5861866521004716,1.0,-0.19037065529041586,0.18057396653412644,0.03420304680941237,-0.17553648549657072,
sentence similarity mean,-0.16137184022352077,0.278028166135256,-0.018066042053855126,0.3902905234094441,0.4107665568313025,0.15018348340227056,0.41440889326461033,0.35486745444967743,0.37406787151941323,0.13967335494054356,-0.2585377828884116,0.11467648178157974,0.041458178973762735,0.18949259375549207,0.16285579257442945,0.18327609302263512,0.16898309322655047,0.24035032751873311,0.30968012822180185,-0.20166734694100216,1.0,0.5581905417168749,0.8450959606131335,0.28891725206208785,0.3644996472526567,-0.1180986525741669,0.07965435074217811,0.3648785568671075,0.09878787087827251,0.07320718172277665,-0.05992042718196974,0.016821522781275855,-0.2016673469410023,0.12900591490555458,-0.013410953552217069,-0.11351110615359174,0.14845180066099567,
sentence similarity median,-0.2151720573410514,0.002900067911508278,-0.4103334143497728,0.6572843811571663,0.3823114916596226,0.3035101478636114,0.318092976266486,0.21157351074455577,0.6580228340512552,-0.20072488787764284,-0.34168232200545645,0.24214461238731766,-0.14617239354419193,0.22593247764608385,0.23085625636121612,-0.006017157994983006,0.174946290348107,0.2601192132286835,0.386703005092295,-0.34948533128801984,0.5581905417168749,1.0,0.39278329257647715,0.021568982085720424,0.1640838545944809,-0.23401263809334097,0.18332112550002005,0.16506672695280425,0.17065034427876882,0.16900633185061756,-0.17008619270097639,-0.3144712541521803,-0.34948533128801984,0.10260916506670394,-0.0813904568602983,-0.03155289427105608,-0.03572780892400802,
sentence similarity mode,-0.30242187726632386,-0.030360164907173724,-0.2786508959364492,0.38237745703939424,0.3786820311281065,0.10777539333184581,0.5345541775277239,-0.012240927708125512,0.288831600705133,-0.0690877694939228,-0.1167336138932794,0.07215040167297897,0.11602201464122229,0.028437203897442264,0.07441495686227473,0.03181442584207046,0.12725621638800608,0.12647369100199835,0.3386498388125336,-0.014889266619662816,0.8450959606131335,0.39278329257647715,1.0,-0.019180642602977884,0.020796423231825692,-0.1202626740068235,0.07988212482295048,0.02123303698042877,0.11089514184951783,0.09374516793555622,-0.035909570197040455,-0.005916510496103787,-0.014889266619662687,0.10963920999347936,0.012921192869472633,-0.1163919892706686,-0.07399527091088884,
word_sim_p_count,0.4282114948771049,0.9964797943252506,0.7624934036665595,0.1311358154220632,0.0027494145150663532,0.15279549625924566,0.03947792387205676,0.799891315267131,-0.005860734942553582,0.8785536831653067,0.01787074197255568,-0.06585918073029404,0.15833642678674825,-0.08357139709853026,0.1544146028624578,0.2948980873440801,0.04234069446073732,0.14154392079451475,0.0983693214090946,-0.16369781551637505,0.28891725206208785,0.021568982085720424,-0.019180642602977884,1.0,0.9416504793735601,0.007852767409450396,-0.02909386728204067,0.9413355606460295,0.34059119738529703,0.3921910697962327,0.3464942236382781,0.5138172486840538,-0.16369781551637497,0.01200653792337704,-0.0378790534817218,0.0197588135613656,0.6841074266324018,
word_sim_p_score,0.37642272319374276,0.9358587750100361,0.6796029237396788,0.17609421627710903,0.042611930992633155,0.1546377813433588,0.0205460844416052,0.863162795964033,0.13540925032101692,0.7755329523426413,-0.14234148919260467,-0.024627225042160233,0.13544423589912288,0.10435117553315919,0.2474500330646922,0.2664634845355829,0.07805604640148268,0.18238236463592658,0.08767212258096599,-0.2434471554863941,0.3644996472526567,0.1640838545944809,0.020796423231825692,0.9416504793735601,1.0,-0.039975378292674474,0.0270633889250192,0.9999848393044782,0.26673326791008,0.28154799046958456,0.2055008249051746,0.3944033391908451,-0.243447155486394,0.03507547248847649,-0.07183679686714936,0.025239841488928744,0.6127067870854003,
word_sim_n_count,0.12900358587876448,0.049671868002451124,0.14439199305398456,-0.15041502528375977,0.01156351723114447,-0.11226633707303481,0.0005979445103443863,0.02813685498127193,-0.12930503637031235,0.042695777044793194,0.06530958767637524,-0.2175949291189044,-0.05478542861270487,-0.04726947858762629,-0.14461902846952468,0.10635653549395736,0.058034015221409066,0.04295970480377887,-0.16129544306465896,0.010650111656921016,-0.1180986525741669,-0.23401263809334097,-0.1202626740068235,0.007852767409450396,-0.039975378292674474,1.0,-0.9360435534365007,-0.04512499282808082,-0.13443983927410205,-0.11458450629899526,-0.02999997467259721,0.06998905514667061,0.010650111656920987,-0.12017790099244545,0.0495921790362928,0.07501677484257326,0.10774776998275876,
word_sim_n_score,-0.11019320732971297,-0.06764819418200352,-0.10676693641530836,0.07871929585926915,-0.03315890024487905,0.0832646642771995,-0.05125502855486715,-0.035227023769906225,0.08256335116052908,-0.04664888541258917,-0.03900997037596504,0.203723074523965,0.030643973531133937,0.05904311648124326,0.15751210297995497,-0.12564372868570114,-0.06489132111633193,-0.0359632127347489,0.060448283693478155,0.01925973561888305,0.07965435074217811,0.18332112550002005,0.07988212482295048,-0.02909386728204067,0.0270633889250192,-0.9360435534365007,1.0,0.03256742711337806,0.07473918153082816,0.0431166503607233,-0.007089292038095623,-0.046884889092391684,0.019259735618883056,0.07373570636670854,-0.011414226957490945,-0.062199460176311706,-0.07932516691079565,
word_sim_score,0.37575390251942137,0.9353324316495121,0.6789031826335217,0.17649891866109144,0.04242227721537931,0.15507104579381364,0.02026037251897459,0.8628269835798845,0.13584180967312184,0.7751486150576469,-0.14253299694150032,-0.023500975190541094,0.13559079249359876,0.10465927501569725,0.2482770448892539,0.2657276145122763,0.07768577381867596,0.18215430760652768,0.0879907017528305,-0.2433010800625877,0.3648785568671075,0.16506672695280425,0.02123303698042877,0.9413355606460295,0.9999848393044782,-0.04512499282808082,0.03256742711337806,1.0,0.2671011594422798,0.28173925667088157,0.20542802242769734,0.39408029819760176,-0.2433010800625878,0.03547588361964248,-0.07188787354532095,0.024893071452655974,0.6121691954503015,
flesch grade,0.12329445086301047,0.32890192194200285,0.10546939066105127,0.27293260596667196,0.10409478693590679,0.0197056647818545,0.22207029050097213,0.025609136995937004,-0.05536257189436844,0.2985239352201016,0.11279191158368664,0.18989416136714374,0.22569811730025494,-0.3430044156864407,0.06124629910494332,0.12215296697116715,0.08243194044581562,0.12983312027320587,0.2270379487365577,-0.07213334922582836,0.09878787087827251,0.17065034427876882,0.11089514184951783,0.34059119738529703,0.26673326791008,-0.13443983927410205,0.07473918153082816,0.2671011594422798,1.0,0.9016642393065327,0.787434124753894,0.22019828966849447,-0.07213334922582834,0.20025738495613996,-0.15231365159911875,-0.06738409734431915,0.34222782611217506,
Automated Readability,0.1974031922933172,0.3760469397406569,0.11204626182749668,0.33443015866851417,0.07767868988301378,0.10410902268048183,0.23577155430467567,0.012519321424050777,-0.06882659384408166,0.3565301170926435,0.17503563108981648,0.16229447688491228,0.28831925685287396,-0.38078546994480134,0.01392905776541765,0.080843970453913,0.07290412227280484,0.08671886506514268,0.28843981334584107,-0.06440863589668405,0.07320718172277665,0.16900633185061756,0.09374516793555622,0.3921910697962327,0.28154799046958456,-0.11458450629899526,0.0431166503607233,0.28173925667088157,0.9016642393065327,1.0,0.8517058393199527,0.2575495544204044,-0.06440863589668407,0.18634760665547567,-0.18397167672319648,-0.027308111662781232,0.3631028001805362,
coleman_liau,0.27506530889278913,0.33694193433098674,0.4107875389565585,-0.19398632164633292,-0.15775221563297542,-0.2138052024809709,-0.008090494711374534,-0.11249795540073747,-0.5233264988727447,0.4058974918258081,0.2961295413977626,0.1342798402961453,0.326770009703326,-0.44853138196397874,-0.11770444483786265,0.1522795282958706,-0.03356456911196053,0.0017481247041833347,-0.04223676401892579,0.07419261320880234,-0.05992042718196974,-0.17008619270097639,-0.035909570197040455,0.3464942236382781,0.2055008249051746,-0.02999997467259721,-0.007089292038095623,0.20542802242769734,0.787434124753894,0.8517058393199527,1.0,0.3132675769593995,0.07419261320880233,0.254487014639878,-0.16259467490339574,-0.11187169912986977,0.37111275241779945,
cohesion score,0.18396677214662627,0.5200284417314313,0.46177559735773177,-0.05782170776730752,-0.060406725492071524,0.035973264174184026,-0.007694330722260404,0.2902661370809308,-0.21728040007527805,0.7724921204603046,0.06185497058677453,-0.03314785998553447,0.19663146649999233,-0.22299892358950454,0.0446383896169383,-0.13807767156063058,-0.19670085281991112,-0.11284577176226057,0.05566687381843885,0.5861866521004716,0.016821522781275855,-0.3144712541521803,-0.005916510496103787,0.5138172486840538,0.3944033391908451,0.06998905514667061,-0.046884889092391684,0.39408029819760176,0.22019828966849447,0.2575495544204044,0.3132675769593995,1.0,0.5861866521004719,-0.12829656059975142,0.08630393347460535,0.05238405204452901,0.3003559368584652,
uniqueness of words,-0.16990527270960706,-0.16208433976144934,0.0019486862245024841,-0.23323959405773578,-0.07955525788911995,-0.12224377253071886,-0.07164478609413802,-0.24190257874099505,-0.25898705946935496,0.28589671177317866,0.1054139570781193,0.06446774705488206,0.00487231641835499,-0.12018539586148509,0.03177237716651758,-0.2618589886462396,-0.43696036703033303,-0.3741782179412952,-0.1088928399910421,1.0,-0.2016673469410023,-0.34948533128801984,-0.014889266619662687,-0.16369781551637497,-0.243447155486394,0.010650111656920987,0.019259735618883056,-0.2433010800625878,-0.07213334922582834,-0.06440863589668407,0.07419261320880233,0.5861866521004719,1.0,-0.19037065529041586,0.18057396653412644,0.03420304680941237,-0.17553648549657072,
positive_sentiment,0.10922373090852447,0.008797078830093947,0.05857947058490998,-0.09435862404977352,-0.10199628031044532,-0.1523624779885999,-0.0032236008175761687,-0.10055449472254313,-0.17247651818933843,-0.0651103488059224,-0.1195321526274584,0.3454581510866861,0.12233515185073518,-0.010361201284425088,0.06150090121546022,0.0476700160797611,0.11967406640481912,0.13846243609159772,0.003186915232992242,-0.19037065529041586,0.12900591490555458,0.10260916506670394,0.10963920999347936,0.01200653792337704,0.03507547248847649,-0.12017790099244545,0.07373570636670854,0.03547588361964248,0.20025738495613996,0.18634760665547567,0.254487014639878,-0.12829656059975142,-0.19037065529041586,1.0,-0.3882684135795019,-0.6474598207668762,0.15435005259706375,
negative_sentiment,-0.15962626189376797,-0.03804905365397199,-0.02408915445348939,-0.0365403614098896,0.08832293981984808,-0.07686310919207552,-0.09362718636209316,0.025606872464394165,0.020596943530047485,0.030365917461036066,0.03216808654974589,-0.11735655711959263,-0.013881423162273565,0.03960602756875198,0.061626609745594016,0.008913015441072515,-0.11427473128411919,-0.0569312535689234,-0.04526176813680623,0.18057396653412644,-0.013410953552217069,-0.0813904568602983,0.012921192869472633,-0.0378790534817218,-0.07183679686714936,0.0495921790362928,-0.011414226957490945,-0.07188787354532095,-0.15231365159911875,-0.18397167672319648,-0.16259467490339574,0.08630393347460535,0.18057396653412644,-0.3882684135795019,1.0,-0.4508887335786455,-0.18597294873973227,
neutral_sentiment,0.026324921148994353,0.022998745247009723,-0.037766427556549444,0.12319242250351017,0.0269710029706166,0.21223442002487478,0.08129077585942006,0.07631834779580843,0.15118903836304812,0.037714181149469735,0.08804417550344032,-0.23750044786978533,-0.106754410831637,-0.023043673686045124,-0.11134176718689105,-0.05452294459306259,-0.02159303587674309,-0.08765328443544709,0.03514221178067383,0.03420304680941237,-0.11351110615359174,-0.03155289427105608,-0.1163919892706686,0.0197588135613656,0.025239841488928744,0.07501677484257326,-0.062199460176311706,0.024893071452655974,-0.06738409734431915,-0.027308111662781232,-0.11187169912986977,0.05238405204452901,0.03420304680941237,-0.6474598207668762,-0.4508887335786455,1.0,0.0048837076834151675,
discourse_marker,0.3392895454466914,0.6873137275165869,0.6055971949334802,-0.0077103390440491585,-0.05042837708591346,0.0808265409352409,-0.032271947876957634,0.5428344407563366,-0.07401658592287194,0.5974348716253212,0.09927500377443581,-0.07927398716694226,0.03658526063763349,-0.01818816672657639,0.016542829082788337,0.2282521075756983,0.0179406116469659,0.06654766333183103,-0.03143640414716538,-0.17553648549657072,0.14845180066099567,-0.03572780892400802,-0.07399527091088884,0.6841074266324018,0.6127067870854003,0.10774776998275876,-0.07932516691079565,0.6121691954503015,0.34222782611217506,0.3631028001805362,0.37111275241779945,0.3003559368584652,-0.17553648549657072,0.15435005259706375,-0.18597294873973227,0.0048837076834151675,1.0,
label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
