essay,topic,para_count,word_count,sentence_count,sentence_len(mean),sentence_len(mode),sentence_len(max),sentence_len(min),stop_words,sw_rates,unique_words,noun,verb,adj,pron,modal verb,most_freq,number_of_repeatation,max_occurance_of_most_frequent_phrase,avg sentence complexity,lexical diversity,sentence similarity mean,sentence similarity median,sentence similarity mode,word_sim_p_count,word_sim_p_score,word_sim_n_count,word_sim_n_score,word_sim_score,flesch grade,Automated Readability,coleman_liau,cohesion score,uniqueness of words,positive_sentiment,negative_sentiment,neutral_sentiment,discourse_marker,label
"It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon. Although modern technology make it possible, I still believe some museums and art galleries will not disappear.

On the one hand, technology indeed simplifies people's life all the time. Obviously, people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society. However, in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy because they lack of physical exercise and face-to-face communication.

On the other hand, the importance of museums and art galleries is plain in terms of education and culture. First of all, authentic exhibits cannot be completely displayed only by images and videos. It is like travelling to a place is much better than viewing the landscape of that place on TV or photos, so the best method to learn one thing is to experience it. Furthermore, museums and art galleries preserve some culture heritages; therefore, these buildings will not disappear unless people abandon their culture.

In conclusion, I admit that modern technology has provided a more convenient and comfortable manner for people to watch exhibitions, but museums and art galleries are necessary to be preserved for its importance of education and culture.",museums and art galleries will disappear soon?,4.0,240.0,10.0,24.0,33.0,37.0,12.0,121.0,12.1,143.0,0.3166666666666666,0.1166666666666666,0.0875,0.0333333333333333,5.0,7.0,1.0,2.0,5.9,0.5055762081784386,0.8206944584846496,0.9103928208351136,0.8431873321533203,240.0,98.19246858176196,0.0,0.0,98.19246858176196,13.8,15.7,13.29,4.027377572827508,0.5055762081784386,0.091,0.04,0.869,40.0,0.0
"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.

Firstly, by having CCTV cameras at workplace, crimes such as robbery can be trimmed down. This is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced. To illustrate this further, in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight. Not only that, as the employees know that they are under constant surveillance, they will less likely steal from the shops. Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.

Furthermore, at some offices, employees are often required to handle angry or frustrated customers. At times, face-to-face interactions with an annoyed customer can put the employee in physical danger. Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded. In the event of an argument, the videotapes can used to determine what actually took place and further actions can be then taken. In short, these cameras can help to provide some form of protection to the workers against the customers.

Looking from another perspective, the use of CCTV cameras does cause controversy. Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras. However, one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences. Ergo, opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime.

To conclude, CCTV cameras are essential and therefore must be installed in every premise. This is chiefly to shield oneself from being harmed by any intruders or robbers. Admittedly, privacies are lost with the use of these cameras. Nonetheless, safety should be put first in order to be safe.",Use of CCTV cameras,5.0,436.0,23.0,18.95652173913044,14.0,34.0,10.0,239.0,10.391304347826088,243.0,0.2408256880733945,0.1766055045871559,0.0412844036697247,0.0252293577981651,14.0,12.0,1.0,2.0,5.522,0.4794238683127572,0.8557358591452889,0.9003003835678101,0.8007906675338745,418.0,166.93892646090632,13.0,-0.4483571954125026,166.4905692654938,9.5,12.1,11.66,4.449085581786119,0.4794238683127572,0.084,0.11,0.807,54.0,0.0
"It is no secret that advertising become inseparable part of our modern life. We come across with ads almost everywhere and everyday. Some people argue that companies by advertising their goods or services spend their money for nothing. Other critics say that ads have no purpose, they only cause damages to society and all forms of advertising should be banned.

On my part I would like to solve this issue on a different way. Society does need an advertising but it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers.

First of all, I do support the idea that advertising alcohol, cigarettes, goods and services with adult content should be prohibited. Because these kind of ads will have negative effect to our children. Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis. Fortunately, some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries.

On the other hand by advertising companies, businesses, firms and individuals promote their goods and services. Thanks to ads we learn about new products, we can compare them and choose whats it the best for us.

These days, not only many businesses, but also governments have to rely on advertising. For example, tourism makes up one-third of the Czech Republic's economy. In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers. Only well planned and well targeted advertising will bring more foreign tourists to the country.

In conclusion, I think that modern society needs advertising. Ads will keep as well informed about new products and services, but we should also bear in mind that advertising cigarettes and alcohol will definitely affect our children in negative way.",Society should ban all forms of the advertising,6.0,312.0,18.0,17.333333333333332,9.0,31.0,9.0,169.0,9.38888888888889,184.0,0.2916666666666667,0.1666666666666666,0.0641025641025641,0.0576923076923076,11.0,11.0,0.0,1.0,4.889,0.5043227665706052,0.8393122951189677,0.893693208694458,0.8332693576812744,308.0,132.117842443137,2.0,-0.0598912573691225,132.05795118576788,10.0,11.2,11.25,3.996763024557169,0.5043227665706052,0.133,0.07,0.796,50.0,0.0
"Man has dominated all his fellow beings on earth because of his superior brain. He has domesticated a large number of animals and birds and makes use of them to make life easier and convenient for himself. Many people encourage the use of animals for their personal needs, while others are concerned that animals should not be misused. This essay will discuss some arguments for and against animal domestication.

Human being has driven many animals for their personal use such as, cows and other milch animals for yielding milk from them. Likewise, other animals such as, horses, cattles and donkeys for farming, agriculture and as a mode of transportation. Many people keep pets like dogs and cats, trained them as service dogs and snuffing dogs which are very helpful to police force and even to some blind peoples. They are kept for security purposes in houses.

On the other hand, many farmers and owners exploit animals beyond their limits. For instance, cows are often injected by Oxytocin, a hormone which is used to forcibly increase lactation. This in turn, causes lots of discomfort and pain to the cattle. Furthermore, thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products. Another example of this is cage farming which is against animal rights. Many other practices like, equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster. And above all pleasure hunting of defenseless animals.

From my prospective, human being should behave as a guardian to animals rather than as their lord or masters. Animal rights are meant to set limits on human behavior and manipulation of them should be punished as a serious crime.",humans should be able to use animals for their own benefit?,4.0,291.0,17.0,17.11764705882353,23.0,29.0,8.0,152.0,8.941176470588236,183.0,0.3058419243986254,0.1099656357388316,0.1099656357388316,0.0274914089347079,4.0,10.0,0.0,1.0,5.529,0.5496894409937888,0.8163866155287799,0.863296389579773,0.7940276265144348,281.0,108.50855736858718,6.0,-0.3035290190428463,108.20502834954436,8.8,10.6,10.67,4.18678930888274,0.5496894409937888,0.093,0.116,0.791,53.0,0.0
"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.

First, it is generally understood that advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more. Advertisements are, therefore, very important for many businesses to increase sales and hence profits. Also, to consumers, advertising can bring them many benefits. For example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans. From all of these, it is easy to see why the idea that advertising is a positive part of life will garner strong support.

However, it can be seen that some people have argued against advertising due to its negative impacts. Firstly, a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people. Secondly, advertising can be very expensive and not every advertising campaign can be done successfully and brings good results. Therefore, advertising is believed by many, a financial burden to businesses.

In conclusion, after analyzing the pros and cons of advertising, both of the views have strong support, but it is felt that more good comes from advertising than bad. Thus, the idea that advertising is a positive part of life can be more supported.",Advertising - positive or negative part of our lives,4.0,307.0,14.0,21.928571428571427,11.0,37.0,9.0,172.0,12.285714285714286,186.0,0.250814332247557,0.1368078175895765,0.1172638436482084,0.0293159609120521,11.0,11.0,6.0,2.0,5.429,0.521865889212828,0.8590566941670009,0.9258051514625548,0.8766595721244812,304.0,134.43869008675986,0.0,0.0,134.43869008675986,11.8,14.2,12.42,4.135107851237242,0.521865889212828,0.149,0.048,0.803,39.0,0.0
"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.

In terms of time and space, technology makes it more efficient and effective to promote the traditional skills and ways of life. In the past, only when people went to the local place could they experience the specific traditional lifestyles. This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills. However, with the access to the Internet, one of the greatest innovations in modern society, humankind can acquire the traditional techniques displayed online anytime, anywhere.

Additionally, technology enriches the way of displaying traditional cultural heritage, making it more vivid and appealing. For example, China has successfully promoted traditional techniques in the Shanghai World Expo, using a variety of state-of -the-art technological methods, such as robots and LED screens. In fact, many tourists around the world marveled at the perfect synthesis of the modern technology and the traditional culture.

On the other hand, some people are concerned that technology may have a detrimental effect on the traditional lifestyles. They argue that people, especially youngsters, are crazier about fresh and advanced things, such as digital products, thus becoming indifferent to traditional techniques. But I believe this is not the issue because people tend to follow the trend back to the tradition in the recent years.

Therefore, I will conclude that technology indeed supports the preservation and promotion of traditional techniques and lifestyles. Only when traditional culture is integrated with the modern technology can it be developed in the long run.",Technology keeps traditional skills and ways of life alive or not?,5.0,336.0,17.0,19.764705882352946,18.0,31.0,7.0,160.0,9.411764705882351,200.0,0.2559523809523809,0.1279761904761904,0.1458333333333333,0.0297619047619047,7.0,13.0,1.0,2.0,5.706,0.5212765957446809,0.8455595724722919,0.9133521318435668,0.7450333833694458,330.0,136.8256977397612,1.0,-0.0088057747081014,136.81689196505312,13.4,15.1,14.79,4.322076390352904,0.5212765957446809,0.101,0.031,0.868,47.0,0.0
"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.

In the modern world, computers are used everywhere. Right from flying planes to sending a small document, computers are needed. They are used in space programmes , wars, hospitals, schools and so on. Computers have made human life more easy, convenient and lightning fast. For example, in earlier days , if one had to send a message to someone in other country, it used to take months. But today, it can be sent in few minutes by typing a email and few clicks. Computers provide speed, increase efficiency, accuracy, precision, help to increase productivity and other countless benefits are provided by it.

Moreover, future prospects of computers are very bright. From a computer as big as a room, it has now been minimized to the size of a palm. Nanotechnology is working to make computers to the order of microscopic levels. Research on making computerised drone soldiers (unmanned computer controlled) is going on. There is no end to the evolution of computers.

However, everything has pros and cons. Computers have made humans over-dependent. Virus programs, privacy breach, leak of confidential documents, cyber attacks, identity theft, frauds etc. are some of its demerits, from a countless list. Computers expose children to vulgar materials. They have even invaded mental health of humans, for example , FAD (Facebook Addiction Disorder- excessive use of social networking website Facebook). Computers have intruded our lives to the effect that a satellite can peep into our homes and privates lives. The recent case of Wikileaks , leaking confidential data is an example of how computers are harmful.

Nevertheless, with all the mentioned demerits, computers have provided security and sophistication too. Thus, dependence on computers is not a bad thing. However, one needs to be aware of all the pros and cons and beware of malicious things. Computer was invented for the benefit of mankind and it has fulfilled its objective. Human life today can't be imagined without computers, so not depending on them is out of question.",computers..use,5.0,377.0,28.0,13.464285714285714,17.0,23.0,5.0,188.0,6.714285714285714,240.0,0.29973474801061,0.1246684350132626,0.0981432360742705,0.0344827586206896,4.0,12.0,0.0,1.0,4.517,0.5225225225225225,0.7999618402842817,0.8508403301239014,0.6820028424263,367.0,143.33851734739335,2.0,-0.3219756111742647,143.0165417362191,8.5,9.8,10.95,4.393551084105108,0.5225225225225225,0.106,0.054,0.84,47.0,0.0
"In our modern times, with the development of science and technology, our living standard has been improved beyond recognition. Technology, however, is not the best solution to all the world's intricate problems. Accordingly, it is believed that we need to place less emphasis on technological solutions and more on other values, such as economy, politics and education. Personally, I partly disagree with this point of view, and the reasons are given below.

To begin with, it should be borne in mind that technology plays an integral part in our lives. With the invention of computers and the Internet, we now can get easy access to all kinds of information. In addition, hi-tech devices also have a very positive impact on many aspects of our lives. They help us to work and study more efficiently, thus leading to an improvement in our abilities. Medical advances can improve our health and cure many fatal diseases. Besides, modern technology enables us to predict natural disasters much faster and more accurately, so we can reduce the number of deaths and property damage.

However, there are some serious problems springing from modern technology. First, deadly and powerful weapons can be a huge threat to the world's peace. Second, a lot of people spend too much time using hi-tech devices nowadays. They abuse them so severely that they feel they can hardly live without them. This can have a detrimental effect on their health, since they are likely to develop many dangerous diseases, including obesity, heart attack and high blood-pressure.

In conclusion, although there is no disputing the fact that technology is very crucial for our lives, in can also result in several negative drawbacks. However, I strongly believe that its advantages clearly outweigh its disadvantages, and that it can contribute greatly to the development of the world. Therefore, scientists should not place less emphasis on technological solutions, but try to pay more attention to develop new technologies instead.",Technology cannot solve all the world's problems,4.0,323.0,18.0,17.944444444444443,25.0,25.0,10.0,176.0,9.77777777777778,207.0,0.2476780185758514,0.1393188854489164,0.1145510835913312,0.0588235294117647,10.0,5.0,2.0,2.0,5.722,0.5405405405405406,0.8488628764947256,0.910351812839508,0.8406636118888855,324.0,141.509392623471,0.0,0.0,141.509392623471,10.3,12.0,11.71,4.607894021113817,0.5405405405405406,0.105,0.111,0.784,49.0,0.0
"Exercising is one of the most important things in life. America's number one killer is heart disease, which can easily be prevented by exercising. More that 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. Exercise not only reduces your risk for health problems and several diseases, but it also has an effect on overall appearance. It's proven that exercising can improve self-esteem and confidence. Excerising has numerous benefits and it can even be fun. It's important you exercise so that you can live a healthier, longer, and happier live.

The number one reason why people should exercise is because it will keep you healthy. Americans are eating enormous amounts of fast foods these days, so heart diseases are becoming more and more common. One out of every four Americans are suffering from some form of heart disease, which results in more than forty-five percent of deaths annually. The main cause of this condition is obesity. The more body fat that you have, the greater your risk for heart disease. However, this condition can easily be prevented or controlled by exercising. Exercising makes the heart muscles stronger. When your heart muscle is strong it can do the same amount of work at a lower heart rate, so the heart doesn't have to work as hard. In today's society people are less concerned with the food they and the condition that their body is in, so many serious illnesses are becoming quite common. Exercising not only helps prevent heart diseases, but it also helps prevent strokes, type 2 diabetes, and even certain types of cancer.

The second benefit to exercising is that it improves self-esteem and confidence. Most people think of exercising as only being a physical activity, but it's also a mental activity. There have been studies that show evidence that people who exercise have higher self esteem and confidence. It also showed that active people are less likely to have depression and anxiety. Exercising gives people energy, which helps people have positive outlooks on life and it helps relieves tension and stress. When you exercise you body releases endorphins, which are chemicals that create a happy feeling in brain. Plus, when you're exercising you're bringing more oxygen into you lungs and your brain appreciates the extra air. Exercising also helps improve you brain function and your memory.

In my opinion the best reason to exercise is that it's really fun! Most people think that exercising takes up a lot of time and it requires too much work. When people actually take the time to try exercising they realize it's an enjoyable experience. It doesn't matter how you exercise, as long as you are being active. Everyone enjoys different sports or activities, so it's important to figure out which is best for you. When you having fun you don't even realize that your exercising and you look forward to it everyday. Setting goals and rewards will help you stay motivated and consistent with exercising. There is no greater feeling than achieving a weight lose goal and being able to feel good about your body. It makes exercising well worth it.

In conclusion, exercising is the key to making your life healthier, longer, and happier. It is one of the most important things in life and it's one hundred percent beneficial. Many people come up with plenty of excuses to not exercise; however, if you truly want to improve your mental and physical health you will find the energy and time to exercise. Everyone should take time out of their days to exercise, so they can improve their lives in many ways. So next time you are deciding whether or not to exercise just think of the benefits you will experience from it. It is extremely rewarding and worthwhile.",Why you should exercise,5.0,639.0,40.0,15.975,17.0,32.0,6.0,362.0,9.05,306.0,0.2237871674491393,0.1517996870109546,0.1032863849765258,0.081377151799687,13.0,12.0,5.0,2.0,4.619,0.3969359331476323,0.8754909109501612,0.8946437835693359,0.7721095085144043,649.0,297.16613647958746,0.0,0.0,297.16613647958746,8.2,9.4,10.09,4.227225542929021,0.3969359331476323,0.247,0.084,0.669,86.0,0.0
"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.

One example of a job that got replaced by the availability of technology or computer to the public is the reservation and ticketing officers of travel agencies and airlines. You can now see the availability of your intended travel dates online, make the reservation, know the price of the ticket you want to purchase and pay conveniently with your credit card and you're all done. You even have the choice of printing your own ticket or just pick it up at the airport at the day of your departure. But of course, there would still be several customers that prefer to talk with an agent in completing their purchase of a ticket. They may have several reasons to it but then maybe they are just comfortable dealing with a human being than a computer.

Jobs that the most computer can do is assist, would be that of a medical doctor. It's true that technology and computers do make their jobs easier but it cannot definitely replace them. It can have less work for them, just for instance, instead of opening up a patient to get a gallstone, they would just use an instrument that would make a point incision and guide it through inside the body to do the job for them.

With this, i still believe that technology and computers cannot eventually replace the workforce and drive employees to be jobless. We still need the personal touch of a human in each and everything that technology or computer could offer us.",Computer replace  man power in jobs,4.0,292.0,12.0,24.33333333333333,22.0,45.0,16.0,188.0,15.666666666666666,162.0,0.2260273972602739,0.1506849315068493,0.0582191780821917,0.0821917808219178,12.0,5.0,0.0,1.0,6.0,0.4984326018808777,0.8529957916055407,0.9281219244003296,0.8553488850593567,292.0,131.31870215760466,3.0,-0.088323283855186,131.2303788737495,11.6,13.0,9.87,4.010018577291134,0.4984326018808777,0.063,0.014,0.923,34.0,0.0
"Over the last half century the change in the life of human begings has increased beyond our wildest expectations. There are countless new technological equipments flooding into our lives, such as the Internet, television and cell phone. They all enrich our daily lives.Now, many students learn from Internet after class and they find it quite helpful.

Many people find that students at schools and universities still learn much more from lessons with teachers. They argue that teachers teach students how to write, read and calculate since they are in kindergarten.And when they are in primary school, teachers teach them more further knowledge, like writing skills and using computers.It is teachers that help them with obstacles in schooling. On the other hand, students gain most of the knowledge through teachers and learn what is right and wrong with the assistance of teachers.

Those who feel that students learn far more from other sources, such as the Internet and television, frimly believe that within this sources students learn lots of things which they can't learn in classes. They can only input some key words and google it, and then there are numberless articles and websites related to it. In this case, stundents learn things easily. Moreover, they contend that good television programmes do teach students.For instance, Discovery Channel has many instructive episodes. Students have knowledge of others cultrues, outer space etc.

Personally, I think that students learn far more from their teachers than from other source. Because not only do teachers teach us knowlegde but also the skills to tell right from wrong. Just imagine: if a student can't even make out whether the source is reasonable or not , then how can he get the right information to help him to learn?",Lessons with teachers versus others sources,4.0,291.0,14.0,20.785714285714285,17.0,44.0,7.0,161.0,11.5,183.0,0.2542955326460481,0.134020618556701,0.1099656357388316,0.0756013745704467,4.0,9.0,2.0,2.0,4.944,0.5479876160990712,0.8454512688848708,0.9301484823226928,0.8011835217475891,284.0,127.23650150921392,0.0,0.0,127.23650150921392,7.2,11.0,11.66,3.901247867335949,0.5479876160990712,0.066,0.032,0.902,49.0,0.0
"The soaring crime rate has led to the proposal that it is time for the government to take action to control the proliferation of violent scenes in media.

Obviously, violence in the media is often portrayed as extreme as possible in order to attract audiences. This will definitely set a bad example for the immature audiences who, lacking correct parental guidance and abilities to differentiate the right from wrong, are prone to go astray by imitating the violent behaviours and committing real violent crimes as they regard the violence as reasonable and justifiable.

On the other hand, media, such as TV or film, is considered as the correct information source regulated by the government. It should be reporting and reflecting true phenomenon in the society. Violence, as one of the facts in the real world, certainly has to be reported. However, excessive violence would offer misleading information to the public and exert detrimental influence to the society as well. It is recently reported in the news that a seventeen-year-old boy killed all his family members, one sister and two parents out of hatred and jealousy. In the real world, we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure.

We cannot deny that our society is occupied with the violent scenes and plots at present. What the government should do immediately is to strengthen censorship to control the amount of violence in media. Otherwise, the violent crime rate will rise continuously and out of control someday.",should goverment control media crime,4.0,253.0,12.0,21.08333333333333,21.0,48.0,11.0,130.0,10.833333333333334,151.0,0.2569169960474308,0.1422924901185771,0.1146245059288537,0.0316205533596837,6.0,5.0,0.0,1.0,6.833,0.5323741007194245,0.8288666009902954,0.9176505208015442,0.8291927576065063,252.0,102.70441334569104,0.0,0.0,102.70441334569104,12.7,13.0,11.6,4.193471470144754,0.5323741007194245,0.074,0.233,0.693,34.0,0.0
"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.

First of all, through cooperation, children can learn about interpersonal skills which are significant in the future life of all students. What we acquired from team work is not only how to achieve the same goal with others but more importantly, how to get along with others. During the process of cooperation, children can learn about how to listen to opinions of others, how to communicate with others, how to think comprehensively, and even how to compromise with other team members when conflicts occurred. All of these skills help them to get on well with other people and will benefit them for the whole life.

On the other hand, the significance of competition is that how to become more excellence to gain the victory. Hence it is always said that competition makes the society more effective. However, when we consider about the question that how to win the game, we always find that we need the cooperation. The greater our goal is, the more competition we need. Take Olympic games which is a form of competition for instance, it is hard to imagine how an athlete could win the game without the training of his or her coach, and the help of other professional staffs such as the people who take care of his diet, and those who are in charge of the medical care. The winner is the athlete but the success belongs to the whole team. Therefore without the cooperation, there would be no victory of competition.

Consequently, no matter from the view of individual development or the relationship between competition and cooperation we can receive the same conclusion that a more cooperative attitudes towards life is more profitable in one's success.",Should students be taught to compete or to cooperate?,4.0,367.0,16.0,22.9375,21.0,58.0,10.0,234.0,14.625,191.0,0.2370572207084468,0.1171662125340599,0.0790190735694822,0.0572207084468664,8.0,9.0,3.0,2.0,5.438,0.4313725490196078,0.8701463751494884,0.9277504086494446,0.8824757933616638,365.0,164.87366699951997,0.0,0.0,164.87366699951997,12.2,13.3,10.97,4.079671304966378,0.4313725490196078,0.215,0.024,0.761,46.0,0.0
"Crime is always punishable. Retribution is the method for countering criminals. Some countries have stringent rules, like capital punishment, while other have a lot of flexibility in the judicial system. However, strict laws, like capital punishment, are essential in a society.

Capital punishment is given only in the "" rarest of the rare"" cases. Its first and foremost objective is safety of other human beings. When a criminal becomes a threat to the society, such that they can commit heinous crimes, then they are given capital punishment. Thus, capital punishment protects the society from hardcore criminals.

Moreover, capital punishment curbs the inspiration and prospects of other hateful crimes. When a criminal mind knows the quantum of punishment, they will fear and not commit such crimes. Thus, the rate of crime and violence is effectively decreased.

Importantly, capital punishment saves a lot of government funding which is wasted in maintenance of these hardcore criminals. Criminals who don't have any chance of improvement or who have a past record of such crimes are, therefore, given capital punishment.

However, the jury giving the verdict are also humans. They have the life of a person at their discretion. They can make mistakes which can sometimes affect an innocent, circumstantially marred criminals. The jury must therefore, take into account the circumstances of committing a crime. For example, if an individual murders someone for self-defence, then such a crime is not heinous. Only deserving criminals, who commit such hateful crimes in their proper senses are subjected to capital punishment.

Capital punishment is essential to control violence in the society. I firmly believe that psychopaths, terrorists or any other criminal who lacks empathy for other human lives deserve capital punishment. Capital punishment helps to safeguard human rights in a strict and effective manner. However, it should be considered as the last option by the jury and all circumstances must be taken into account before pronouncing the final verdict.",capital punishment..necessary or not,6.0,321.0,23.0,13.956521739130435,13.0,25.0,4.0,162.0,7.043478260869565,176.0,0.2959501557632398,0.1183800623052959,0.1308411214953271,0.0373831775700934,7.0,13.0,0.0,1.0,4.696,0.4592391304347826,0.8379654132801554,0.8846702575683594,0.7700752019882202,316.0,122.55464949353042,0.0,0.0,122.55464949353042,9.9,11.2,12.93,3.872591874605263,0.4592391304347826,0.118,0.299,0.583,43.0,0.0
"Many people believe that the life in a major metropolis is convenient and interesting. Personally, however, I am in favor of living in a small town. The atmosphere in suburban area brings me peaceful feeling. Moreover, people there are very friendly. Finally, the environmental is greener than in cities. That is why I love enjoying my life in a small town.

First and foremost, peaceful atmosphere is attractive. It is clearly seen that people in large cities face annoying noise and dirty air emitted from vehicles almost everyday. This is likely to adversely affect their mental health. Meanwhile, lives small towns are great deal more quiet and the air is always fresh. These features make a suburban town the paradise for people who want to escape from suffocating lives in major cities.

Secondly, people in small towns are always friendly. In my experience, many people in urban areas even do not know the names of their neighbors. It is contrary in small town life, where people are ready to help whenever their neighbors are in need. The relationship among them can be so close that they usually attend the birthday party of one of their neighboring people. The affection from people around brings me cozy feeling on my birthday when I live away from my family.

Finally, the green environment in small towns interests me. It seems to me that there are more trees and lakes in towns than in cities. It is wonderful that I get up early in the morning and take a walk in such a green place. The urban environment, however, is so artificial with only buildings and vehicles. I can not adapt myself to such an environment.

In conclusion, I would concede that city life has its own advantages. Nonetheless, peaceful atmosphere, friendliness of people, and green landscape strongly convince me that a small town is the best place for me to live in. I love the life in my town.",Prefer to live in a small town rather than a city,5.0,326.0,24.0,13.583333333333334,12.0,25.0,6.0,173.0,7.208333333333333,179.0,0.2300613496932515,0.0981595092024539,0.1380368098159509,0.0705521472392638,3.0,10.0,0.0,1.0,4.708,0.4562841530054645,0.8326640327771505,0.8781847953796387,0.792099118232727,321.0,139.23243178972953,0.0,0.0,139.23243178972953,7.4,7.8,8.98,3.9613879598966655,0.4562841530054645,0.233,0.02,0.748,50.0,0.0
"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.

First of all, a large factory can stimulate local economic growth and reduce the unemployment rate. To manufacture goods, there must be the demand of laborers, from which the local residents can benefit. What is more, the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area. For example, the estate industry will be boosted in order to satisfy the workers' accommodation need.

The main disadvantage is contamination. It is truth that some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems. For instance, in some industrial cities , a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances.

However, it is inevitable that there will be more factories built with the development of our society. Therefore, how to improve the disadvantages of building a factory would be more important than whether to build it. In fact most problems can be avoidable if the factories put in real and great effort to manage their waste well.

In conclusion, installation of manufacturing plant is a trend of industrialization for many countries. Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way.",Influence Of Large Factory,5.0,298.0,16.0,18.625,17.0,32.0,5.0,153.0,9.5625,180.0,0.2818791946308724,0.1375838926174496,0.1208053691275167,0.023489932885906,11.0,5.0,0.0,1.0,5.625,0.5075075075075075,0.8516195267438889,0.917602837085724,0.7674327492713928,289.0,115.59539570604534,1.0,-0.0025619448873684,115.59283376115796,11.7,13.2,13.29,4.135037468112996,0.5075075075075075,0.116,0.134,0.75,34.0,0.0
